Quận,Phường,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Phòng Khách,Car room,Số phòng ngủ,WC,Diện tích, Dài ,    Rộng    ,Giá/m2
4,6,3,4,1,1,0,3,1,30,15.84,3.42,103.33
5,2,3,1,5,2,1,4,5,50,12,2.4,180
9,6,3,1,4,1,1,4,2,60,12,5,80
11,7,4,1,3,1,0,3,4,70,14,5,85.71
7,11,2,1,5,2,1,7,4,70,14,5,300
10,2,1,4,5,2,1,5,3,175,18,9,70.29
10,8,2,4,5,1,1,6,4,105,12,9,61.9
7,18,2,1,3,1,0,3,3,95,26,3.49,76.84
9,4,3,1,6,1,1,6,5,81,11,7,70.37
9,3,2,1,4,1,1,4,3,42,21.41,3.53,85.71
9,5,3,1,2,1,0,3,2,11,4,2.44,90
6,3,3,1,5,2,0,4,4,36,9,3.76,83.33
7,4,2,1,6,1,1,10,4,56,11.2,5,348.21
7,13,3,1,4,1,0,3,4,31,30.03,2.35,78.39
10,5,2,4,3,1,1,5,2,50,13,4,126
4,9,3,1,4,1,0,4,3,66,26.18,3.62,44.7
9,3,3,1,6,1,0,3,6,30,8,3.3,83.33
4,12,2,1,2,1,1,3,4,39,18.75,3.92,94.87
6,6,3,1,2,1,0,3,4,55,18,2.27,101.82
6,4,3,1,4,1,0,2,3,20,5,3.8,93
6,9,2,1,6,1,0,6,5,48,32.96,3.6,194.79
10,13,2,4,1,1,1,1,1,37,3.7,10,186.49
11,12,3,1,4,1,0,4,4,44,11.58,3.6,118.18
7,19,3,1,4,1,0,4,2,34,9,3.37,67.65
5,6,3,1,5,2,0,4,3,45,7.5,6,131.11
10,10,3,1,6,2,0,4,4,38,12,3.78,49.47
1,9,3,4,5,1,1,4,3,70,37.39,3.83,40
5,3,3,2,5,1,0,3,3,54,12,3.83,55.56
8,1,2,1,4,1,1,6,4,69,11,6,192.75
6,10,3,4,1,1,0,3,1,26,6,3.04,75
5,7,2,4,6,2,0,4,4,60,25.57,3.49,170
10,16,3,1,6,1,0,4,6,41,8,3.5,40.98
10,7,2,4,5,2,1,4,4,37,12.59,3.75,121.62
10,7,4,1,5,1,0,6,3,65,22.9,2.32,158.46
4,8,3,4,3,1,0,4,3,32,8,3.81,93.75
6,6,3,1,4,1,0,3,3,35,15.24,2.94,71.43
10,15,2,4,3,1,0,4,4,37,13.24,3.8,109.46
10,5,4,1,7,2,1,8,6,50,12,3.86,130
7,8,3,1,6,1,0,4,5,43,8,3.7,72.09
6,3,3,1,4,1,0,5,2,36,9,6,110.56
8,3,2,1,5,1,1,3,4,48,26.79,3.91,80.21
1,6,3,1,4,1,0,3,3,38,15.66,3.62,97.37
1,14,2,1,5,1,1,5,4,74,17,3.01,66.89
8,5,3,1,4,1,1,4,2,90,12.86,7,153.33
8,8,2,1,5,2,0,6,3,34,6,2.76,105.88
6,13,3,1,5,2,0,3,5,38,8,3.67,100
6,8,3,1,5,1,0,3,5,35,18.59,2.85,160
5,2,3,1,5,1,0,5,3,35,9,3.97,85.71
11,3,2,4,3,1,0,4,2,60,15,3.68,125
10,6,2,1,3,1,0,4,4,45,12,3.03,73.33
3,1,3,1,4,1,0,3,4,32,11,3.64,96.88
6,10,2,4,3,1,1,4,2,30,22.93,2.59,186.67
5,3,3,1,5,2,0,5,5,42,10,3.9,85.71
10,4,2,4,2,1,0,2,3,46,19.87,2.61,69.57
8,3,3,1,4,1,1,4,2,60,10,6,93.33
6,7,2,1,2,1,0,2,4,38,8,2.77,153.95
8,8,2,1,4,1,1,6,4,38,9,3.45,92.11
12,4,3,4,1,1,1,1,1,50,10,5,54
8,4,3,4,6,1,1,4,4,46,25.97,2.53,58.7
11,12,3,1,5,1,0,4,5,33,10,3.6,81.82
9,7,3,1,5,2,0,3,4,37,32.19,3.77,86.49
10,14,2,1,8,1,1,10,7,90,14,68,227.78
9,5,3,1,1,1,0,3,1,34,16.03,3.02,97.06
1,1,4,1,7,1,0,10,5,66,13,5,174.39
10,9,4,1,3,1,0,4,2,55,11,5,90.55
8,4,3,1,4,1,0,4,4,40,18.84,3.64,67.5
4,9,3,1,4,1,1,3,3,66,32.77,3.7,44.7
6,17,3,4,2,1,0,3,2,35,7,3.02,148.57
7,17,3,4,4,1,1,4,2,55,12,3.85,59.09
10,13,2,1,5,1,0,5,5,51,11,3.23,168.63
7,18,3,1,4,1,0,4,3,47,35.56,3,244.68
5,3,3,1,6,2,0,10,4,100,20,5,95
6,13,3,4,4,1,0,4,2,45,21.7,3.43,88.89
6,4,3,1,5,1,0,4,5,30,6,3.91,116.67
9,5,2,4,4,1,1,6,2,50,10,3.71,128
11,7,2,1,5,2,1,4,4,34,10,3.83,111.76
6,6,2,1,5,1,1,10,5,70,14,5,242.86
5,8,3,1,6,2,0,5,4,40,10,3.54,72.5
6,8,3,1,2,1,0,3,4,30,5,3.31,91.67
10,13,2,1,5,2,0,5,3,45,26.31,2.93,98.89
1,3,2,4,2,1,1,3,4,50,12,3.82,12
9,3,3,1,1,1,0,1,1,30,11.26,3.98,63.33
6,10,3,4,2,1,0,3,2,60,14,3.75,60
1,7,3,1,2,1,0,2,4,40,22.72,3.89,92.5
2,15,2,1,4,1,1,6,2,70,20,2.61,81.43
28,13,3,4,2,1,0,2,2,34,12,3.57,32.35
9,1,3,1,1,1,0,2,1,37,14.49,3.07,62.16
10,8,3,1,5,2,0,4,5,38,10,3.95,103.95
1,3,3,1,5,1,0,3,3,24,23.53,3.56,91.67
9,9,3,1,6,2,0,9,4,40,10,3.94,82.5
6,15,3,1,5,1,0,3,4,35,32.78,3.68,84.29
6,10,3,1,5,1,0,4,3,42,10,2.43,91.67
5,3,2,1,5,2,1,4,3,74,14.8,5,101.35
10,13,2,4,4,1,0,5,4,48,10,2.74,93.75
5,8,2,1,5,2,1,3,4,33,9,3.94,178.79
7,6,3,1,4,1,0,2,2,53,10,3.58,113.21
4,4,2,1,3,1,1,4,4,65,17,3.13,123.08
4,7,3,4,6,2,0,4,6,40,30.04,3.84,70
7,18,3,4,1,1,0,3,1,30,8,3.48,88.33
6,1,3,4,1,1,0,3,1,44,6.29,7,82.95
10,12,2,4,3,1,0,5,2,54,11,5,68.52
5,7,2,1,6,1,0,8,4,67,56.9,3.89,176.12
10,2,3,4,6,1,0,4,5,38,27.91,3.72,48.68
18,1,3,1,2,1,1,2,2,50,15,2.49,64
10,5,2,1,6,2,0,4,6,50,12,2.39,136
1,6,3,4,3,1,0,4,3,42,19.69,3.02,85.71
2,3,3,4,2,1,0,2,3,82,11,3.56,41.46
7,10,3,4,3,1,0,4,2,50,12,3.58,65
10,13,4,1,5,1,1,4,3,50,31.93,2.34,84
6,16,3,4,2,1,0,3,4,17,3,5.67,152.94
9,6,3,4,3,1,0,4,3,38,30.68,3.79,78.95
10,13,3,4,4,1,0,3,4,40,10,3.33,105
4,1,2,1,5,1,0,5,4,65,12,5.3,100
8,4,3,1,5,2,0,6,3,46,18.37,3.85,63.04
7,18,3,1,3,1,1,2,2,50,20.01,3.43,65.6
7,3,3,1,5,2,0,3,4,57,12.3,3.38,64.04
7,19,3,1,4,1,0,4,3,42,11.6,2.39,63.1
3,8,2,1,5,2,0,4,4,78,15.6,5,301.28
4,8,3,1,5,2,1,3,4,62,24.75,3.86,51.61
5,5,3,1,4,1,0,4,3,55,11,5,60
9,11,3,1,5,2,0,4,4,32,25.24,3.39,109.38
7,18,3,1,5,1,0,4,3,53,9.3,5.7,166.98
6,8,3,1,9,2,0,10,8,94,11.75,8,91.49
6,4,3,1,1,1,0,3,1,25,7,2.25,74
7,6,3,1,1,1,0,2,1,43,11.7,3.97,52.33
4,8,3,4,5,2,1,4,5,46,20,6.6,67.39
7,19,3,1,5,1,0,3,3,27,4.5,6,85.19
8,8,3,1,5,2,0,3,5,36,7,3.26,97.22
6,19,3,1,3,1,0,2,4,28,18.2,3.31,71.43
5,4,3,1,6,2,1,5,5,58,11.6,5,141.38
1,5,3,1,3,1,0,2,2,23,12.44,2.57,100
9,1,3,1,4,1,1,5,2,60,20.38,3.2,80.83
4,7,3,1,4,1,0,3,2,36,6.55,5.5,87.5
8,5,3,1,5,2,0,3,3,25,9,2.41,90
9,9,3,1,6,1,0,9,6,40,10,3.79,82.5
5,3,3,1,6,2,0,9,6,40,6.67,6,107.5
5,4,3,1,5,1,0,4,5,55,10,5.5,60
5,6,2,1,7,2,0,4,5,105,20.19,5.2,71.43
3,1,3,1,4,1,0,2,2,33,11,3.05,95.45
6,6,3,1,5,1,0,6,3,85,12,5,69.41
12,5,3,1,5,1,1,6,4,50,12,3.81,75
10,12,2,4,5,1,1,5,5,60,12,5,61.67
6,9,2,4,4,1,0,5,3,47,9,3.24,129.79
5,7,2,1,3,1,0,4,2,35,10,35,85.71
6,6,2,1,5,2,0,3,4,31,14.75,3.36,114.52
9,6,2,1,2,1,0,2,4,45,10,3.59,144.44
10,15,2,1,4,1,1,4,2,70,17,2.91,50.71
10,15,3,1,1,1,0,3,1,31,8,2.75,83.87
8,6,3,1,5,2,0,3,5,35,7,3.89,61.43
4,7,3,1,4,1,0,4,2,40,7.55,5.3,65
6,17,2,1,3,1,1,5,2,40,10,3.41,237.5
6,10,2,1,5,1,1,1,5,75,12.5,6,166.67
6,9,2,4,6,2,0,5,5,49,10,3.66,122.45
10,6,3,1,5,1,0,4,4,32,6.5,3.11,73.44
9,3,3,4,2,1,0,3,2,43,15.42,3.51,62.33
1,5,3,1,4,1,0,3,3,41,6.83,6,112.2
10,5,3,1,5,2,0,3,4,34,8.7,3.59,69.12
1,1,3,4,3,1,0,4,4,42,7,6,109.52
4,14,3,1,2,1,0,3,2,35,10,2.59,72.86
9,2,3,1,5,2,1,5,3,56,38.53,3.65,121.43
10,16,3,4,2,1,0,3,2,32,11,3.93,55.94
10,5,3,1,5,2,0,3,4,35,8,3.42,67.14
1,6,3,1,4,1,0,4,2,65,16,3.15,81.54
12,1,3,1,7,1,1,10,5,90,22.5,3.61,80
4,8,2,4,1,1,0,3,1,73,65.73,3.74,115.07
28,1,2,1,4,1,0,4,2,32,10,3.12,95.31
6,4,3,1,5,1,0,3,5,35,16.81,3.62,105.71
6,10,3,1,4,1,0,4,2,36,10,3.58,152.78
7,17,2,1,4,1,0,4,2,45,9,3.92,126.67
4,7,3,1,4,1,1,4,2,84,33.48,3.44,95.24
7,18,2,1,5,1,0,5,5,40,10,2.77,350
1,6,2,4,8,2,0,10,7,75,7.5,10,292
4,12,2,1,5,2,1,3,4,37,20.69,3.95,83.78
12,4,3,1,6,1,0,4,6,33,8.25,3.76,78.79
11,1,3,1,3,1,1,3,4,46,11.5,2.92,56.52
1,3,3,1,5,2,0,4,3,38,27.01,3.73,107.89
7,6,3,4,5,1,0,6,4,39,7,3.36,107.69
4,1,3,1,4,1,1,4,4,76,26.13,3.63,83.55
6,11,3,1,5,1,1,4,5,50,19.39,3.89,80
24,2,3,1,2,1,1,1,2,55,15,3.56,14.55
9,9,2,1,4,1,1,4,4,50,12,3.56,66
7,10,3,1,4,1,0,4,3,32,7.5,2.8,153.13
3,6,3,1,4,1,0,3,2,22,9.04,3.38,95.45
10,12,2,4,6,1,0,4,6,53,21.87,3.43,71.7
10,13,2,1,5,2,0,4,4,32,8,3.53,140.63
7,20,3,1,4,1,0,4,3,43,9,3.48,74.42
1,5,3,4,4,1,0,5,3,51,9,3.89,88.24
8,1,2,1,4,1,1,4,3,40,20,3.24,55
9,3,3,1,4,1,0,4,3,40,12,3.13,97.5
5,1,3,1,1,1,1,1,1,77,52.67,3.69,40.26
5,4,3,1,5,1,0,3,5,31,4,7,96.13
9,4,3,1,5,2,0,4,5,40,10,2.71,137.5
5,1,2,1,5,1,1,5,5,50,5,10,310
10,5,4,1,3,1,1,4,3,50,10,3.87,76
9,5,3,1,5,2,0,3,4,31,13.54,3.11,87.1
5,6,3,1,5,1,1,6,5,60,12,5,166.67
7,8,3,1,4,1,0,5,4,64,13,3.64,70.31
9,6,3,1,4,1,1,4,2,60,12,5,105
4,7,2,1,3,1,0,4,2,65,18,3.77,76.92
5,3,3,1,5,1,1,7,3,46,5.11,9,78.26
9,4,3,1,5,1,0,4,3,41,10,3.7,131.71
8,4,3,1,5,2,0,4,3,30,9,2.99,113.33
6,12,3,1,6,1,0,4,4,40,10,2.38,175
9,2,3,1,4,1,0,4,2,35,11,3.87,105.71
1,1,2,1,8,2,0,2,8,161,32,5,341.61
1,3,3,1,2,1,0,2,3,30,5,7,80
9,4,3,1,3,1,0,5,4,36,8,3.82,94.44
9,3,2,1,9,1,0,2,9,93,16,6,284.95
6,10,3,1,3,1,0,2,4,28,10.63,3.55,81.07
8,7,3,1,4,1,1,4,4,46,14,2.7,76.09
6,6,2,4,5,1,1,4,3,30,11.99,3.97,183.33
9,5,3,1,4,1,0,4,4,45,22.98,3.09,148.89
10,16,2,1,4,1,1,3,3,35,9,3.9,45.71
10,15,1,4,5,1,1,4,4,85,17,5,117.65
5,8,3,1,5,1,1,6,5,60,12,5,91.67
10,15,2,1,5,1,0,4,5,45,10,3.85,140
4,8,2,1,5,1,1,4,5,53,11,3.55,122.64
28,13,2,2,2,1,0,2,2,34,11,3.73,32.35
7,17,2,1,3,1,1,4,4,54,51.85,3.99,100
10,9,2,1,5,2,1,6,5,40,13.45,2.55,123.75
9,4,3,4,6,2,1,4,5,46,12,2.36,71.74
5,6,3,4,6,2,0,6,6,34,10,3.28,111.76
8,5,3,1,4,1,0,4,2,38,10,3.28,63.16
7,6,2,4,5,2,1,4,5,46,22.79,3.77,101.09
10,12,4,4,4,1,0,4,2,80,13,5,82.5
1,1,3,1,5,1,0,6,3,45,8,5.6,235.56
8,3,3,4,3,1,0,4,4,37,10.5,3.54,94.59
8,2,3,4,4,1,0,4,4,35,10,3.53,74.29
8,6,3,1,6,1,0,5,6,25,7.8,3.99,74.4
8,11,3,4,4,1,1,4,3,50,8,6,58
9,4,3,4,1,1,0,3,1,29,16.89,3.7,94.83
7,3,2,1,5,2,1,5,3,89,24,3.6,278.65
1,3,3,1,5,1,1,6,3,50,23.81,3.6,130
8,2,3,4,3,1,0,4,2,35,10,3.84,74.29
10,14,3,1,5,2,0,4,5,32,8,3.98,100
11,7,2,4,5,1,1,4,4,64,16,3.54,100
6,17,3,1,4,1,1,4,4,48,8,6,116.67
6,17,3,1,5,2,1,8,4,47,9,3.99,129.79
6,10,2,1,5,1,1,4,4,36,9,3.93,250
10,13,4,4,6,1,1,5,5,120,11,11,57.5
6,15,3,1,4,1,1,4,4,50,7.14,7,110
1,3,3,1,3,1,0,2,4,32,6,5.1,78.13
10,13,3,4,1,1,0,2,1,35,14.05,2.65,45.71
6,18,3,4,1,1,0,3,1,20,12.53,3.57,91
3,4,3,1,4,1,0,4,3,68,6.8,10,170.59
12,7,3,1,5,2,0,3,4,31,8,3.44,75.81
7,5,2,1,4,1,1,3,2,20,8.35,3.54,130
9,2,3,4,6,1,1,4,4,55,19.48,3.75,70.91
6,9,3,1,4,1,1,4,3,50,7.14,7,112
7,20,4,1,6,1,1,10,5,75,20,3.86,146.67
28,1,3,1,4,1,0,4,2,56,14,3.46,62.5
4,12,2,4,5,1,0,4,3,64,11.4,5.6,89.06
7,19,2,1,4,1,0,3,2,20,13.66,2.53,130
7,15,2,1,2,1,1,3,3,60,9,8,75
12,5,3,4,3,1,1,6,3,62,12,5,96.77
10,14,3,1,5,2,0,3,3,31,5.6,5.5,88.71
6,12,3,1,2,1,0,2,4,34,12,3.76,126.47
6,5,3,1,5,1,0,6,3,40,12,3.1,96.25
7,14,2,1,4,1,0,3,3,160,6,7,30
8,2,3,4,3,1,0,5,3,37,7.4,2.37,91.35
6,10,2,4,5,1,1,4,4,30,14.18,3.76,186.67
5,3,3,1,5,2,0,3,3,40,18.72,3.98,117.5
4,1,3,1,4,1,1,4,3,55,11,5,70
9,1,2,1,6,1,1,6,6,48,8,3.2,104.17
1,5,3,1,5,2,0,3,3,30,14.2,3.8,95
6,10,3,1,3,1,0,2,2,49,47.89,3.68,61.22
1,1,3,1,4,1,0,4,3,60,13,3.18,83.33
5,8,2,4,5,1,0,6,3,160,20,8,181.25
3,7,2,4,6,2,0,8,6,90,10,9,222.22
1,5,2,4,4,1,1,4,4,47,37.11,3.59,124.47
9,3,3,1,5,1,0,2,4,30,10,3.17,73.33
9,9,3,1,4,1,1,3,2,50,10,3.45,79
9,4,3,1,7,1,0,6,6,50,10,3.11,170
10,6,4,4,1,1,0,3,1,100,10,10,60
17,10,3,4,4,1,0,4,2,40,9.5,3.72,33.75
10,5,2,4,5,2,1,5,5,60,12,5,63.33
6,5,2,1,6,2,0,5,4,48,25.86,3.77,241.67
9,8,3,1,4,1,0,4,2,40,10,3.8,105
1,5,3,4,1,1,0,3,1,25,6,3.32,104
6,1,3,1,7,2,1,6,6,70,11.67,6,182.86
8,7,3,2,2,1,0,1,4,24,6,3.94,20.83
12,5,3,1,5,1,0,5,3,42,9,3.97,88.1
8,3,3,4,2,1,0,1,3,22,4,3.08,63.64
5,2,2,4,4,1,0,4,2,50,11,2.76,168
6,6,3,4,6,1,0,4,5,40,10,3.06,237.5
5,5,3,1,5,1,1,5,4,50,44.91,3.55,76
10,15,2,1,5,1,1,5,3,50,19.33,3.78,60
1,3,3,1,3,1,0,4,4,45,15.48,3.33,115.56
6,10,3,1,5,2,0,3,4,30,10.8,2.9,120
4,8,2,1,6,2,1,4,4,52,11,5,56.73
9,11,2,4,3,1,0,5,3,32,8,3.84,93.75
12,4,3,1,5,2,0,6,3,46,11.5,3.35,113.04
5,2,3,1,4,1,0,4,4,47,11,2.83,87.23
8,8,3,1,4,1,0,3,2,60,34.65,3.34,58.33
5,4,3,1,5,2,1,3,4,48,17.21,2.25,139.58
5,7,3,4,2,1,0,3,3,33,15.05,3.61,87.88
9,3,3,1,5,1,0,3,5,35,9,3.4,81.43
5,3,3,1,5,1,0,4,4,50,12,3.22,110
9,5,3,4,4,1,0,4,2,36,28.08,3.6,80.56
12,6,3,1,5,1,0,3,4,35,7,3.38,82.86
6,15,3,1,5,1,1,6,3,65,14,3.87,70.77
9,5,3,1,2,1,0,3,2,36,11,33,94.44
4,7,3,1,4,1,0,4,3,36,10.6,3.6,62.5
5,4,3,1,1,1,0,2,1,33,8,3.54,68.18
4,1,3,1,3,1,1,4,2,60,12,5,64.17
17,15,3,2,2,1,0,4,3,140,27,5,28
8,4,3,4,2,1,0,3,4,40,12,3.64,63.75
1,3,3,4,4,1,0,5,3,40,32.46,3.27,121.25
6,19,3,1,4,1,0,3,2,36,24.59,3.53,83.06
5,4,3,1,5,2,0,4,3,46,11,3.32,101.09
6,18,3,1,4,1,0,3,3,30,16.98,3.56,83.33
28,5,3,1,1,1,0,2,1,25,7,2.87,16
6,11,4,4,4,1,0,5,2,52,12,3.56,201.92
3,7,2,1,5,2,0,6,3,92,19,5,114.13
1,5,3,1,4,1,1,6,4,50,7,3.6,155
1,5,3,1,4,1,0,4,4,45,26.45,3.39,126.67
12,10,3,1,3,1,0,3,4,38,12.67,3.15,57.89
9,3,3,1,1,1,0,2,1,28,6,3.57,67.86
19,9,3,4,2,1,0,2,3,31,10.33,3.76,35.81
7,18,2,4,6,1,0,5,4,55,9.48,5.8,160
9,7,2,1,5,1,0,4,4,41,11,3.58,178.05
8,2,2,1,3,1,1,3,3,45,12,3.19,82.22
8,5,2,1,7,1,0,6,5,40,10,3.85,175
1,5,3,1,4,1,0,4,4,45,11,3.31,126.67
7,2,3,1,5,2,0,3,5,30,17.72,3.86,86.67
19,12,3,1,4,1,0,3,3,30,5,6,70
1,3,3,1,4,1,0,3,4,37,34.03,3.37,75.68
4,8,3,4,2,1,0,3,3,34,8,2.81,88.24
7,8,2,1,5,2,0,3,4,70,32.65,3.98,210
8,8,3,1,4,1,0,4,3,50,47.46,3.82,79
9,7,3,1,2,1,0,3,3,34,28.62,3.33,126.47
6,5,2,1,3,1,1,3,4,30,9,3.14,140
9,6,3,4,4,1,1,4,2,80,8,3.64,43.75
10,4,3,1,4,1,0,4,2,37,9,3.63,71.62
1,13,3,1,5,1,0,3,4,34,13.92,2.62,108.82
7,10,2,1,6,2,1,4,4,58,8.29,7,224.14
6,6,3,4,5,2,1,4,3,53,34.55,3.03,107.55
5,8,3,1,4,1,0,4,4,56,22.69,3.62,81.25
6,5,3,1,4,1,0,2,2,27,11.92,3.19,103.7
9,5,3,1,1,1,0,3,1,39,37.18,3.28,82.05
7,19,2,1,2,1,0,3,4,33,8,3.7,93.94
1,4,3,1,5,1,0,4,4,40,29.69,3.55,96.25
7,16,3,1,5,2,0,4,5,45,37.49,3.47,100
6,6,2,1,5,2,0,4,4,35,6.25,5.6,171.43
5,6,3,1,6,1,0,3,5,24,19.02,3.97,124.17
9,6,2,1,5,2,1,4,5,51,21.71,3.88,68.63
1,4,3,1,4,1,0,4,2,45,24.29,3.48,124.44
6,18,3,1,4,1,0,2,4,47,12,3.72,97.87
9,3,3,1,4,1,1,4,4,49,23.68,3.26,78.57
10,15,3,1,5,1,0,4,3,45,18.77,3.72,66.67
1,11,2,1,4,1,1,4,4,45,18.45,3.74,284.44
6,15,3,1,4,1,0,4,3,39,13,3.65,84.62
6,7,3,1,5,2,0,6,4,35,14.52,3.88,108.57
19,7,3,1,1,1,0,2,1,42,8,3.56,28.57
6,6,3,1,4,1,0,3,4,35,12,3.87,94.29
1,14,3,1,5,1,0,6,4,45,30.63,3.83,100
7,7,2,1,5,2,0,3,5,35,25.99,3.64,91.43
10,15,3,1,5,1,0,4,5,50,20.44,3.48,60
7,19,3,1,5,1,0,3,3,30,9,3.93,95
7,8,2,1,5,1,0,3,4,35,17.66,3.62,91.43
1,13,3,1,2,1,0,3,3,35,10,2.98,120
6,5,3,1,5,1,0,3,5,35,12,3.9,97.14
1,5,2,1,5,1,0,4,3,50,19.09,3.89,150
9,2,3,4,2,1,0,3,2,35,9,3.9,71.43
5,8,3,1,4,1,1,4,2,50,12,3.54,70
1,5,3,1,2,1,0,2,2,20,7.49,3.77,107.5
7,20,3,1,5,1,0,3,3,33,11,2.82,103.03
9,1,2,4,6,1,0,6,6,51,31.63,3.67,107.84
9,6,3,4,5,2,0,4,3,50,12.5,3.7,86
11,12,2,1,4,1,1,4,3,57,50.3,5.4,86.84
7,6,3,1,4,1,0,5,3,35,10,3.89,88.57
12,7,2,1,4,1,1,4,3,75,19,2.73,72
6,18,3,1,5,2,1,6,4,53,13,3.43,90.57
3,2,2,1,6,2,1,8,5,86,5,7,395.35
8,1,3,4,4,1,0,4,4,34,12,2.97,92.65
6,4,3,1,4,1,0,3,3,25,20.96,2.99,84
6,19,3,1,4,1,1,5,4,52,13,3.56,91.35
4,9,4,1,5,1,1,4,4,66,36.33,3.69,44.92
4,9,4,1,3,1,1,4,4,66,27.89,3.25,44.92
7,17,3,1,4,1,0,3,3,30,17,3.13,70
7,20,3,1,6,1,0,6,6,45,18,3.61,108.89
5,3,3,1,3,1,0,3,2,50,21.58,3.24,61
5,3,3,1,3,1,1,3,3,50,31.7,3.7,61
1,6,3,1,5,1,0,3,3,30,8,3.38,156.67
7,2,2,1,5,2,0,5,4,34,7,3.88,164.71
19,9,3,4,2,1,0,2,3,31,10.33,3.69,35.81
9,5,3,1,5,1,0,4,4,39,29.12,3.07,66.67
4,1,4,1,3,1,0,3,3,83,73.2,3.23,78.31
4,12,2,4,5,1,1,4,3,40,10,3.21,70
7,17,3,1,5,2,0,6,5,43,16.52,3.54,75.58
10,12,2,1,3,1,1,3,4,70,28.99,3.98,81.43
10,12,2,1,3,1,1,3,3,70,26.53,3.33,81.43
8,5,3,1,5,1,0,3,5,39,17.99,2.99,71.79
6,10,2,1,3,1,1,2,4,28,15.59,3.14,81.07
4,14,1,1,5,2,2,6,3,118,19.67,6,88.98
1,8,2,1,2,1,0,2,4,32,8,3.02,268.75
11,2,3,1,5,1,0,3,3,30,10,3.99,83.33
8,13,3,1,5,2,0,3,5,30,10,3.93,66.67
9,3,3,1,5,2,0,6,3,46,4,3.85,86.96
8,2,3,1,2,1,0,3,4,42,10,3.9,78.57
5,2,2,1,5,1,1,4,3,50,17.59,3.64,316
5,8,3,4,4,1,0,4,2,39,6.5,6,105.13
3,1,3,1,4,1,0,4,4,50,43.75,3.77,74
9,1,3,4,1,1,0,3,1,36,12.61,3.04,88.89
6,10,3,1,2,1,0,3,4,38,9,3.92,86.84
9,3,3,4,6,2,0,5,4,62,21.9,3.05,125.81
7,7,3,1,5,1,0,2,3,40,10,3.8,112.5
1,5,2,1,1,1,0,1,1,45,11,3.71,233.33
5,6,3,1,4,1,0,4,4,28,12.98,3.87,107.14
9,6,3,4,4,1,1,4,2,51,28.09,3.53,68.63
8,11,3,1,5,2,0,3,3,30,7,2.25,106.67
4,8,3,1,1,1,0,3,1,40,17.55,3.64,39.5
8,6,3,1,2,1,0,2,2,28,9,2.93,50
6,4,3,4,1,1,0,3,1,39,10,3.91,51.28
7,6,3,1,5,2,0,3,3,33,11,3.33,96.97
7,10,3,1,5,1,0,4,5,35,10,3.88,91.43
5,8,3,4,2,1,0,3,3,40,6.67,6,92.5
7,2,3,1,5,1,0,4,4,55,9,6,83.64
9,2,2,1,5,1,0,5,3,46,12,3.85,86.96
7,5,1,1,5,2,1,4,5,45,9,3.64,126.67
10,13,2,1,5,2,0,4,5,32,23.71,3.6,145.31
6,5,2,1,3,1,0,3,2,30,26.77,3.64,150
7,10,3,1,5,1,0,4,4,36,12,2.27,94.44
9,5,3,1,4,1,0,2,4,11,4.19,3.23,90
6,6,2,1,6,2,0,5,6,50,10,2.67,132
9,5,3,4,1,1,0,3,1,32,16.79,3.75,63.13
5,2,3,1,5,1,0,5,5,35,8.5,2.35,85.71
12,4,3,1,4,1,1,3,4,80,20,3.66,13.13
9,4,2,1,5,1,0,4,5,36,12,3.88,100
12,3,3,1,1,1,0,3,1,38,10.85,3.47,100
7,19,3,1,5,2,1,5,4,50,10,3.6,89.6
10,16,3,1,1,1,0,3,1,30,8,3.5,59.33
6,7,3,4,1,1,0,2,1,35,22.36,2.32,88.57
9,5,3,1,5,2,0,6,5,45,21.17,3.19,84.44
7,10,3,1,1,1,0,3,1,33,12.56,3.57,112.12
5,2,3,4,2,1,0,3,3,37,30.17,2.28,77.84
10,14,2,1,4,1,0,4,4,43,11,3.27,76.74
12,7,3,1,5,2,0,3,3,33,8,3.94,59.09
8,1,2,4,6,2,0,7,5,64,9,7,190.63
6,17,3,4,3,1,1,4,2,47,12,3.26,72.34
6,9,3,4,6,1,0,4,5,30,10.45,2.56,140
1,7,3,1,4,1,0,4,2,42,14.23,3.57,94.05
7,3,3,1,5,1,1,5,3,52,12,3.07,82.69
1,3,3,4,6,1,0,5,6,40,26.69,3.5,145
5,2,3,1,2,1,0,3,3,36,26.79,2.25,77.22
3,6,1,1,4,1,1,3,2,135,27,5,159.26
8,10,2,1,5,2,1,6,4,64,8,7,195.31
10,16,3,1,4,1,0,3,4,33,8,2.34,54.12
7,13,3,4,5,1,0,4,4,54,23.8,3.7,181.48
7,3,2,1,4,1,1,3,3,33,9,3.83,121.21
10,15,3,1,5,2,0,3,3,30,10,3.75,75
1,1,2,1,5,2,1,3,3,40,5.71,7,270
5,6,3,1,1,1,0,3,1,34,3,11.33,76.47
10,13,2,1,5,1,1,6,4,50,34.62,3.13,130
5,5,3,1,5,1,0,6,5,35,9,3.88,185.71
5,5,3,1,5,1,0,4,3,45,30.75,2.88,173.33
9,5,2,1,5,2,1,6,5,83,16.6,5,86.75
5,6,3,1,1,1,0,3,1,35,16.3,3.86,79.43
7,19,2,4,2,1,0,3,2,30,8,3.82,96.67
9,1,3,1,5,1,0,8,3,69,12,6,113.04
6,5,3,1,4,1,1,6,3,96,19,5,138.54
9,5,3,1,5,2,1,6,5,55,11,5,100
